A0AV96	0.356719367588933	0.381075427767358	0.142857142857143
A0AVF1	0.107707509881423	0.279153465194254	-0.142857142857143
A0AVT1	0.293478260869565	0.23683401020188	-0.357142857142857
A0FGR8	0.360671936758893	0.148605001691839	0.821428571428571
A0JNW5	0.129972823340233	0.214159373727594	-0.25
A0M8Q6	0.0464426877470356	0.265065058906764	-0.285714285714286
A0PJW6	0.0978260869565217	0.0317455434770004	-0.357142857142857
A0PJZ3	0.240118577075099	0.253929681011412	0.285714285714286
A1A4S6	0.473320158102767	0.242609738841552	0.142857142857143
A1IGU5	0.0513833992094862	0.150143037312744	0.0357142857142857
A1L0T0	-0.178853754940711	0.111999753914301	0.535714285714286
A1L390	0.209486166007905	0.357162631886555	-0.285714285714286
A1L4H1	0.228260869565217	0.324679319573041	-0.428571428571428
A1X283	0.535573122529644	0.592789689009197	0
A2RRP1	-0.0760869565217391	0.156515319306017	-0.464285714285714
A2RUS2	0.00889328063241107	0.273682267746969	0.178571428571429
A3KMH1	0.437747035573123	0.310836998984897	0
A3KN83	-0.228260869565217	0.283033668151047	-0.678571428571428
A4D1E9	0.0983444556832941	0.358700667507459	0.321428571428571
A4D1P6	0.357707509881423	0.167310088150586	0.285714285714286
A5A3E0	0.0351660315600283	-0.0591156088338478	0.0357142857142857
A5D8V6	0.16699604743083	0.273348099058826	0.0357142857142857
A5PLL7	0.532608695652174	0.0470946507121105	-0.214285714285714
A5PLN9	0.0691699604743083	0.0488172506075241	-0.285714285714286
A5YKK6	-0.0879446640316206	-0.147625200020629	-0.25
A6NC98	0.300395256916996	0.196810065083186	0.321428571428571
A6NDG6	0.295454545454545	0.433548148996941	0
A6NDU8	-0.143280632411067	0.259070704615598	-0.214285714285714
A6NFI3	-0.116600790513834	-0.30560767787382	0
A6NHR9	0.625494071146245	0.37415405456364	-0.107142857142857
A6NI28	0.24802371541502	0.44722999784675	-0.25
A6NI79	0.239130434782609	0.119968623604943	0
A6NIH7	-0.00790513833992095	0.109846504045034	-0.678571428571428
A6NMZ7	0.0760869565217391	0.263896151834877	0.214285714285714
A7E2V4	-0.228260869565217	0.17478505623674	0.392857142857143
A8CG34	0.00592885375494071	0.290979005154811	-0.25
A8MW92	0.152173913043478	0.0334368943984743	0.107142857142857
A8MWY0	0.506916996047431	0.154880187025132	0.357142857142857
A8MXV4	0.24604743083004	0.108308468424129	-0.321428571428571
A8TX70	-0.0770750988142292	0.137838752345504	-0.142857142857143
A9UHW6	0.0612648221343874	0.0187646117967459	0.428571428571428
B0I1T2	0.693675889328063	0.356239810514012	0
B2RTY4	0.261428226414385	0.148728044541512	0.75
B7ZAP0	0.126482213438735	0.0612445784244363	0.285714285714286
B9A064	0.452569169960474	0.288012550370667	-0.107142857142857
O00115	0.635375494071146	0.113353225260697	-0.178571428571429
O00116	0.190758592430912	0.0675197637577286	-0.142857142857143
O00139	0.267786561264822	0.341018502893436	-0.357142857142857
